long,lat,cbd_m,gbd_m,ybd_m,north_hangang,district,address,jibun,station,station_m,univ,univ_m,road_m,scale,junse,month,date,guarantee,dong,rent_month,build,new_address,term,contract1,contract2,contract3...26,contract3...27,build_age,station_km,univ_km,cbd_km,gbd_km,ybd_km,scaled_guarantee,predicted,residuals,under_rated
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1783,8m미만,31.5,1,202304,4,9000,녹번동,0,1991,녹번로7길,-,-,-,,,32,0.365,1.783,9.106872901,15.31675083,6.127869708,285.7142857,10767.64761,-1767.647612,1
126.9265751,37.6079685,9201.409017,15687.19037,6499.431957,1,nw,서울특별시 은평구 녹번동,1**,역촌역,383,서울기독대학교,1469,8m미만,33,1,202304,5,4000,녹번동,0,1993,진흥로12나길,-,-,-,,,30,0.383,1.469,9.201409017,15.68719037,6.499431957,121.2121212,11346.01161,-7346.011607,1
126.9315987,37.6057729,8990.904946,15208.12509,6019.09258,1,nw,서울특별시 은평구 녹번동,8*,불광역,488,서울기독대학교,1771,8m미만,33,1,202304,21,6000,녹번동,0,1989,녹번로6가길,-,-,-,,,34,0.488,1.771,8.990904946,15.20812509,6.01909258,181.8181818,10762.11715,-4762.117149,1
126.9316968,37.6079054,9227.299984,15378.83122,6191.076979,1,nw,서울특별시 은평구 녹번동,1**,불광역,267,서울기독대학교,1865,8m미만,33.19,1,202306,12,10500,녹번동,0,1993,통일로63길,202307~202507,-,-,,,30,0.267,1.865,9.227299984,15.37883122,6.191076979,316.3603495,11488.10276,-988.1027583,1
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1783,8m미만,37.6,1,202303,3,13000,녹번동,0,1990,녹번로7길,202303~202503,신규,-,0,0,33,0.365,1.783,9.106872901,15.31675083,6.127869708,345.7446809,12060.0528,939.9471962,0
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1783,8m미만,39,1,202309,18,6500,녹번동,0,1994,녹번로7길,202310~202510,신규,-,0,0,29,0.365,1.783,9.106872901,15.31675083,6.127869708,166.6666667,12867.09907,-6367.099068,1
126.9334937,37.601421,8529.460913,14738.88947,5552.145014,1,nw,서울특별시 은평구 녹번동,4*,녹번역,216,서울기독대학교,1855,8m미만,39.93,1,202302,21,12000,녹번동,0,1975,은평로21길,202303~202503,신규,-,0,0,48,0.216,1.855,8.529460913,14.73888947,5.552145014,300.5259204,10923.73257,1076.267434,0
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,9*,불광역,365,서울기독대학교,1783,8m미만,40,1,202302,4,8000,녹번동,0,1991,녹번로7길,202303~202503,신규,-,0,0,32,0.365,1.783,9.106872901,15.31675083,6.127869708,200,12736.70458,-4736.70458,1
126.9295305,37.6033142,8702.70036,15131.41497,5947.637206,1,nw,서울특별시 은평구 녹번동,8*,녹번역,621,서울기독대학교,1528,8m미만,42.6,1,202306,24,17500,녹번동,0,2019,은평로21가길,-,-,-,,,4,0.621,1.528,8.70270036,15.13141497,5.947637206,410.7981221,16490.06744,1009.932559,0
126.9295305,37.6033142,8702.70036,15131.41497,5947.637206,1,nw,서울특별시 은평구 녹번동,8*,녹번역,621,서울기독대학교,1528,8m미만,42.6,1,202306,24,17500,녹번동,0,2019,은평로21가길,202307~202507,갱신,-,17000,0,4,0.621,1.528,8.70270036,15.13141497,5.947637206,410.7981221,16490.06744,1009.932559,0
126.9265872,37.6028505,8634.125559,15273.86953,6099.675582,1,nw,서울특별시 은평구 녹번동,1**,역촌역,500,서울기독대학교,1263,8m미만,43.26,1,202301,30,20000,녹번동,0,2022,녹번로,202302~202502,신규,-,0,0,1,0.5,1.263,8.634125559,15.27386953,6.099675582,462.3208507,17120.02897,2879.971033,0
126.9285245,37.6056558,8955.216923,15381.89355,6195.037846,1,nw,서울특별시 은평구 녹번동,1**,역촌역,507,서울기독대학교,1510,8m미만,43.5,1,202301,28,13000,녹번동,0,1996,녹번로3길,-,-,-,,,27,0.507,1.51,8.955216923,15.38189355,6.195037846,298.8505747,14026.87519,-1026.875191,1
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,9*,불광역,365,서울기독대학교,1783,8m미만,49.33,1,202309,12,5000,녹번동,0,1991,녹번로7길,-,-,-,,,32,0.365,1.783,9.106872901,15.31675083,6.127869708,101.3581999,14898.03417,-9898.034169,1
126.9312621,37.6068486,9106.872901,15316.75083,6127.869708,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1783,8m미만,50,1,202309,26,9000,녹번동,0,1993,녹번로7길,202310~202510,신규,-,0,0,30,0.365,1.783,9.106872901,15.31675083,6.127869708,180,15294.60769,-6294.607688,1
126.9334937,37.601421,8529.460913,14738.88947,5552.145014,1,nw,서울특별시 은평구 녹번동,7*,녹번역,216,서울기독대학교,1855,8m미만,50.3,1,202303,6,16000,녹번동,0,1992,은평로21길,202304~202504,신규,-,0,0,31,0.216,1.855,8.529460913,14.73888947,5.552145014,318.0914513,15377.58881,622.411189,0
126.9392938,37.6102197,9569.725571,15141.9397,5988.17666,1,nw,서울특별시 은평구 녹번동,*,불광역,794,상명대학교,1628,12m미만,52.21,1,202306,8,24150,녹번동,0,2009,진흥로16길,202306~202506,갱신,사용,23000,0,14,0.794,1.628,9.569725571,15.1419397,5.98817666,462.5550661,17350.2105,6799.789495,0
126.9262254,37.6043214,8795.61045,15413.53323,6234.733505,1,nw,서울특별시 은평구 녹번동,1**,역촌역,366,서울기독대학교,1270,8m미만,53.72,1,202305,2,15000,녹번동,0,1990,녹번로1길,-,-,-,,,33,0.366,1.27,8.79561045,15.41353323,6.234733505,279.2256143,15803.02339,-803.0233944,1
126.9315249,37.6062096,9038.500914,15248.48402,6059.483192,1,nw,서울특별시 은평구 녹번동,9*,불광역,439,서울기독대학교,1780,8m미만,55.58,1,202310,13,12000,녹번동,0,2010,녹번로6길,202401~202601,신규,-,0,0,13,0.439,1.78,9.038500914,15.24848402,6.059483192,215.9050018,18571.59438,-6571.594379,1
126.9334937,37.601421,8529.460913,14738.88947,5552.145014,1,nw,서울특별시 은평구 녹번동,4*,녹번역,216,서울기독대학교,1855,8m미만,57.6,1,202305,11,14000,녹번동,0,1997,은평로21길,202306~202506,신규,-,0,0,26,0.216,1.855,8.529460913,14.73888947,5.552145014,243.0555556,17672.07501,-3672.075014,1
126.9268404,37.6083535,9245.243741,15702.77253,6514.409728,1,nw,서울특별시 은평구 녹번동,1**,불광역,359,서울기독대학교,1512,8m미만,58.93,1,202303,18,9000,녹번동,0,2000,진흥로12가길,202305~202505,신규,-,0,0,23,0.359,1.512,9.245243741,15.70277253,6.514409728,152.7235703,18218.59482,-9218.59482,1
126.9265872,37.6028505,8634.125559,15273.86953,6099.675582,1,nw,서울특별시 은평구 녹번동,1**,역촌역,500,서울기독대학교,1263,25m미만,59.83,1,202301,30,19000,녹번동,0,2017,녹번로,-,-,-,,,6,0.5,1.263,8.634125559,15.27386953,6.099675582,317.5664382,20355.11804,-1355.118038,1
126.9267111,37.6084107,9251.015095,15715.16939,6526.851727,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1506,12m미만,63.81,1,202307,20,18000,녹번동,0,1990,진흥로12길,202309~202509,신규,-,0,0,33,0.365,1.506,9.251015095,15.71516939,6.526851727,282.0874471,18136.8931,-136.8931032,1
126.9265872,37.6028505,8634.125559,15273.86953,6099.675582,1,nw,서울특별시 은평구 녹번동,1**,역촌역,500,서울기독대학교,1263,25m미만,66.88,1,202303,11,20000,녹번동,0,2018,녹번로,202303~202503,신규,-,0,0,5,0.5,1.263,8.634125559,15.27386953,6.099675582,299.0430622,22108.9598,-2108.959802,1
126.9315175,37.6070249,9128.500643,15316.29458,6127.619785,1,nw,서울특별시 은평구 녹번동,1**,불광역,352,서울기독대학교,1812,8m미만,70.92,1,202311,11,18900,녹번동,0,1989,녹번로9길,-,신규,-,0,0,34,0.352,1.812,9.128500643,15.31629458,6.127619785,266.4974619,19669.35319,-769.3531936,1
126.9315175,37.6070249,9128.500643,15316.29458,6127.619785,1,nw,서울특별시 은평구 녹번동,1**,불광역,352,서울기독대학교,1812,8m미만,73.8,1,202305,10,17600,녹번동,0,1989,녹번로9길,202305~202505,갱신,사용,16800,0,34,0.352,1.812,9.128500643,15.31629458,6.127619785,238.4823848,20336.51603,-2736.516025,1
126.9392938,37.6102197,9569.725571,15141.9397,5988.17666,1,nw,서울특별시 은평구 녹번동,*,불광역,794,상명대학교,1628,12m미만,97.22,1,202302,14,20000,녹번동,0,2008,진흥로16길,202302~202502,신규,-,0,0,15,0.794,1.628,9.569725571,15.1419397,5.98817666,205.7189879,27656.26354,-7656.263535,1
126.9267111,37.6084107,9251.015095,15715.16939,6526.851727,1,nw,서울특별시 은평구 녹번동,1**,불광역,365,서울기독대학교,1506,12m미만,109.9,1,202306,15,30000,녹번동,0,1984,진흥로12길,-,-,-,,,39,0.365,1.506,9.251015095,15.71516939,6.526851727,272.9754322,28089.71845,1910.281553,0
126.9334937,37.601421,8529.460913,14738.88947,5552.145014,1,nw,서울특별시 은평구 녹번동,7*,녹번역,216,서울기독대학교,1855,8m미만,123.34,1,202303,12,31000,녹번동,0,1969,은평로21길,202304~202504,신규,-,0,0,54,0.216,1.855,8.529460913,14.73888947,5.552145014,251.3377655,29521.87627,1478.123731,0
126.9109724,37.6057199,8989.942529,16480.67759,7361.910471,1,nw,서울특별시 은평구 대조동,1**,구산역,827,서울기독대학교,551,8m미만,19.83,1,202304,4,9000,대조동,0,2020,역말로,202305~202505,신규,-,0,0,3,0.827,0.551,8.989942529,16.48067759,7.361910471,453.8577912,11166.95737,-2166.957375,1
126.9109724,37.6057199,8989.942529,16480.67759,7361.910471,1,nw,서울특별시 은평구 대조동,1**,구산역,827,서울기독대학교,551,8m미만,19.83,1,202302,9,9000,대조동,0,2020,역말로,202302~202502,신규,-,0,0,3,0.827,0.551,8.989942529,16.48067759,7.361910471,453.8577912,11166.95737,-2166.957375,1
126.925302,37.6095692,9374.225191,15894.03032,6705.754286,1,nw,서울특별시 은평구 대조동,*,역촌역,431,서울기독대학교,1484,8m미만,23.14,1,202303,21,15000,대조동,0,2020,진흥로13가길,202304~202504,신규,-,0,0,3,0.431,1.484,9.374225191,15.89403032,6.705754286,648.2281763,12276.40159,2723.598412,0
126.9240218,37.6156252,10042.89783,16469.70017,7282.768488,1,nw,서울특별시 은평구 대조동,1**,연신내역,473,서울기독대학교,1924,12m미만,23.39,1,202308,9,5000,대조동,0,1994,통일로73길,-,-,-,,,29,0.473,1.924,10.04289783,16.46970017,7.282768488,213.7665669,9150.111454,-4150.111454,1
126.925302,37.6095692,9374.225191,15894.03032,6705.754286,1,nw,서울특별시 은평구 대조동,*,역촌역,431,서울기독대학교,1484,8m미만,33.06,1,202301,11,9923,대조동,0,1993,진흥로13가길,202302~202502,갱신,-,9450,0,30,0.431,1.484,9.374225191,15.89403032,6.705754286,300.1512402,11315.97266,-1392.972656,1
126.9258935,37.614505,9923.602016,16267.30137,7081.252352,1,nw,서울특별시 은평구 대조동,8*,불광역,630,서울기독대학교,1917,8m미만,33.14,1,202302,17,7000,대조동,0,1991,통일로71길,202302~202502,신규,-,0,0,32,0.63,1.917,9.923602016,16.26730137,7.081252352,211.2251056,10904.02439,-3904.024393,1
126.925302,37.6095692,9374.225191,15894.03032,6705.754286,1,nw,서울특별시 은평구 대조동,*,역촌역,431,서울기독대학교,1484,8m미만,38.3,1,202304,13,6000,대조동,0,1993,진흥로13가길,-,-,-,,,30,0.431,1.484,9.374225191,15.89403032,6.705754286,156.6579634,12529.83836,-6529.838364,1
126.9184276,37.6151615,9992.903224,16761.75895,7573.733519,1,nw,서울특별시 은평구 대조동,2**,구산역,447,서울기독대학교,1666,8m미만,39.3,1,202310,4,22000,대조동,0,2018,연서로22길,202310~202510,갱신,-,22000,0,5,0.447,1.666,9.992903224,16.76175895,7.573733519,559.7964377,15760.59511,6239.404886,0
126.920068,37.6172941,10226.61783,16839.77428,7651.093229,1,nw,서울특별시 은평구 대조동,2**,연신내역,229,서울기독대학교,1938,8m미만,39.35,1,202307,15,7200,대조동,0,1990,연서로26길,202308~202508,갱신,-,6500,0,33,0.229,1.938,10.22661783,16.83977428,7.651093229,182.9733164,12586.23421,-5386.234208,1
126.920068,37.6172941,10226.61783,16839.77428,7651.093229,1,nw,서울특별시 은평구 대조동,2**,연신내역,229,서울기독대학교,1938,8m미만,39.35,1,202311,16,12150,대조동,0,1990,연서로26길,202312~202512,갱신,-,11550,0,33,0.229,1.938,10.22661783,16.83977428,7.651093229,308.7674714,12586.23421,-436.2342081,1
126.9199752,37.6122109,9662.602303,16428.79603,7242.899635,1,nw,서울특별시 은평구 대조동,2**,구산역,263,서울기독대학교,1418,8m미만,40,1,202309,16,10300,대조동,0,1997,연서로18가길,202309~202509,신규,-,0,0,26,0.263,1.418,9.662602303,16.42879603,7.242899635,257.5,13560.41757,-3260.41757,1
126.9258935,37.614505,9923.602016,16267.30137,7081.252352,1,nw,서울특별시 은평구 대조동,8*,불광역,630,서울기독대학교,1917,8m미만,40.05,1,202307,31,10000,대조동,0,1991,통일로71길,202307~202507,갱신,사용,1000,50,32,0.63,1.917,9.923602016,16.26730137,7.081252352,249.6878901,12504.75188,-2504.751881,1
126.9267135,37.6017216,8509.588641,15176.40111,6007.021513,1,nw,서울특별시 은평구 대조동,1**,역촌역,606,서울기독대학교,1259,8m미만,40.17,1,202309,20,8000,대조동,0,1990,서오릉로,202309~202509,갱신,-,7000,0,33,0.606,1.259,8.509588641,15.17640111,6.007021513,199.1535972,12446.03701,-4446.03701,1
126.9216294,37.611231,9552.833491,16249.62869,7063.08824,1,nw,서울특별시 은평구 대조동,1**,구산역,386,서울기독대학교,1401,8m미만,40.43,1,202308,23,12000,대조동,0,1991,역말로9길,202310~202510,신규,-,0,0,32,0.386,1.401,9.552833491,16.24962869,7.06308824,296.8093,12824.38036,-824.3803608,1
126.9199752,37.6122109,9662.602303,16428.79603,7242.899635,1,nw,서울특별시 은평구 대조동,2**,구산역,263,서울기독대학교,1418,8m미만,44.48,1,202306,23,12500,대조동,0,1993,연서로18가길,202307~202507,신규,-,0,0,30,0.263,1.418,9.662602303,16.42879603,7.242899635,281.0251799,14115.49542,-1615.49542,1
126.927712,37.6119824,9651.550387,15950.92483,6763.681235,1,nw,서울특별시 은평구 대조동,3*,불광역,314,서울기독대학교,1821,12m미만,45,1,202309,21,10000,대조동,0,2002,통일로69길,202309~202409,갱신,-,15000,0,21,0.314,1.821,9.651550387,15.95092483,6.763681235,222.2222222,15268.15633,-5268.156327,1
126.9216294,37.611231,9552.833491,16249.62869,7063.08824,1,nw,서울특별시 은평구 대조동,1**,구산역,386,서울기독대학교,1401,8m미만,50.73,1,202305,1,12000,대조동,0,1988,역말로9길,202306~202506,신규,-,0,0,35,0.386,1.401,9.552833491,16.24962869,7.06308824,236.5464222,14848.36585,-2848.36585,1
126.9219895,37.6079267,9186.169035,15961.22773,6781.649207,1,nw,서울특별시 은평구 대조동,6*,역촌역,204,서울기독대학교,1144,12m미만,57,1,202304,8,17500,대조동,0,1985,서오릉로8길,202305~202505,신규,-,0,0,38,0.204,1.144,9.186169035,15.96122773,6.781649207,307.0175439,16109.13901,1390.86099,0
126.9177975,37.6122339,9669.852843,16562.58907,7380.379372,1,nw,서울특별시 은평구 대조동,2**,구산역,120,서울기독대학교,1341,8m미만,66.32,1,202310,11,20000,대조동,0,1987,연서로18길,202311~202510,신규,-,0,0,36,0.12,1.341,9.669852843,16.56258907,7.380379372,301.5681544,18582.22224,1417.777757,0
126.9228799,37.6167508,10166.13968,16630.09818,7443.259603,1,nw,서울특별시 은평구 대조동,2**,연신내역,313,서울기독대학교,1983,8m미만,68.94,1,202307,29,20000,대조동,0,1990,통일로77길,202308~202508,갱신,-,20000,0,33,0.313,1.983,10.16613968,16.63009818,7.443259603,290.1073397,19363.62552,636.3744764,0
126.927712,37.6119824,9651.550387,15950.92483,6763.681235,1,nw,서울특별시 은평구 대조동,7*,불광역,314,서울기독대학교,1821,12m미만,76.88,1,202306,15,25000,대조동,0,1987,통일로69길,202307~202507,신규,-,0,0,36,0.314,1.821,9.651550387,15.95092483,6.763681235,325.182102,20843.03698,4156.963018,0
126.9240218,37.6156252,10042.89783,16469.70017,7282.768488,1,nw,서울특별시 은평구 대조동,1**,연신내역,473,서울기독대학교,1924,12m미만,84.37,1,202302,17,22500,대조동,0,1996,통일로73길,202302~202502,신규,-,0,0,27,0.473,1.924,10.04289783,16.46970017,7.282768488,266.6824701,23517.7233,-1017.723296,1
126.924603,37.6209939,10639.80765,16889.18323,7716.078937,1,nw,서울특별시 은평구 불광동,3**,연신내역,369,서울기독대학교,2472,8m미만,17.8,1,202311,6,6500,불광동,0,2015,연서로33길,202311~202511,신규,-,0,0,8,0.369,2.472,10.63980765,16.88918323,7.716078937,365.1685393,10473.81659,-3973.816588,1
126.9265314,37.6211834,10666.49045,16796.95862,7631.615094,1,nw,서울특별시 은평구 불광동,3**,연신내역,528,서울기독대학교,2569,8m미만,20.43,1,202304,4,3000,불광동,0,1997,연서로34길,-,-,-,,,26,0.528,2.569,10.66649045,16.79695862,7.631615094,146.8428781,8764.343916,-5764.343916,1
126.9153628,37.5992691,8243.387697,15710.15441,6628.263029,1,nw,서울특별시 은평구 불광동,3**,응암역,88,서울기독대학교,312,8m미만,23.14,1,202310,12,13000,불광동,0,2019,연서로,202311~202511,신규,-,0,0,4,0.088,0.312,8.243387697,15.71015441,6.628263029,561.7977528,12489.66463,510.3353725,0
126.9282311,37.621126,10667.36759,16697.32832,7539.220049,1,nw,서울특별시 은평구 불광동,3**,독바위역,521,서울기독대학교,2639,8m미만,23.52,1,202307,13,9345,불광동,0,1997,연서로34가길,202308~202508,갱신,-,8900,0,26,0.521,2.639,10.66736759,16.69732832,7.539220049,397.3214286,9485.207788,-140.2077878,1
126.9153628,37.5992691,8243.387697,15710.15441,6628.263029,1,nw,서울특별시 은평구 불광동,9*,응암역,88,서울기독대학교,312,8m미만,29.26,1,202301,30,19000,불광동,0,2020,연서로,202302~202502,갱신,사용,19000,0,3,0.088,0.312,8.243387697,15.71015441,6.628263029,649.3506494,14028.06839,4971.931606,0
126.9305601,37.610414,9495.512328,15654.28399,6468.681044,1,nw,서울특별시 은평구 불광동,2**,불광역,47,서울기독대학교,1912,8m미만,30,1,202308,9,12100,불광동,0,2011,통일로66길,202309~202509,신규,-,0,0,12,0.047,1.912,9.495512328,15.65428399,6.468681044,403.3333333,13120.62913,-1020.629133,1
126.930953,37.6146395,9965.755566,15988.49589,6815.434129,1,nw,서울특별시 은평구 불광동,2**,독바위역,457,서울기독대학교,2231,8m미만,30,1,202307,12,4500,불광동,0,1966,불광로5가길,-,-,-,,,57,0.457,2.231,9.965755566,15.98849589,6.815434129,150,7311.020222,-2811.020222,1
126.9232869,37.6203642,10567.62115,16910.42104,7731.591936,1,nw,서울특별시 은평구 불광동,3**,연신내역,233,서울기독대학교,2360,8m미만,30.53,1,202310,21,5000,불광동,0,2007,연서로31길,-,-,-,,,16,0.233,2.36,10.56762115,16.91042104,7.731591936,163.7733377,12583.10196,-7583.101962,1
126.9232869,37.6203642,10567.62115,16910.42104,7731.591936,1,nw,서울특별시 은평구 불광동,3**,연신내역,233,서울기독대학교,2360,8m미만,31.82,1,202309,12,5000,불광동,0,1990,연서로31길,-,-,-,,,33,0.233,2.36,10.56762115,16.91042104,7.731591936,157.1338781,10830.32857,-5830.32857,1
126.9260192,37.6215813,10708.85538,16859.77748,7693.925855,1,nw,서울특별시 은평구 불광동,4**,연신내역,509,서울기독대학교,2586,8m미만,32.49,1,202309,14,6500,불광동,0,1989,연서로35길,202310~202510,신규,-,0,0,34,0.509,2.586,10.70885538,16.85977748,7.693925855,200.0615574,10609.58827,-4109.58827,1
126.9153628,37.5992691,8243.387697,15710.15441,6628.263029,1,nw,서울특별시 은평구 불광동,3**,응암역,88,서울기독대학교,312,8m미만,32.79,1,202302,10,5500,불광동,0,1989,연서로,-,-,-,,,34,0.088,0.312,8.243387697,15.71015441,6.628263029,167.7340653,11104.64093,-5604.640932,1
126.9260528,37.6220107,10756.59116,16894.78611,7730.766846,1,nw,서울특별시 은평구 불광동,4**,연신내역,538,서울기독대학교,2630,8m미만,32.92,1,202304,4,9000,불광동,0,1990,연서로37길,202304~202504,신규,-,0,0,33,0.538,2.63,10.75659116,16.89478611,7.730766846,273.3900365,10802.68089,-1802.680891,1
126.9265314,37.6211834,10666.49045,16796.95862,7631.615094,1,nw,서울특별시 은평구 불광동,2**,연신내역,528,서울기독대학교,2569,8m미만,33,1,202304,17,7500,불광동,0,1991,연서로34길,-,-,-,,,32,0.528,2.569,10.66649045,16.79695862,7.631615094,227.2727273,10952.13519,-3452.135193,1
126.920503,37.6242835,11001.91389,17401.44603,8225.899672,1,nw,서울특별시 은평구 불광동,3**,연신내역,567,서울기독대학교,2689,8m미만,33.06,1,202310,12,7900,불광동,0,1993,통일로88길,202311~202511,신규,-,0,0,30,0.567,2.689,11.00191389,17.40144603,8.225899672,238.9594676,11169.67809,-3269.678091,1
126.9321187,37.6213208,10713.38262,16500.8632,7365.483775,1,nw,서울특별시 은평구 불광동,2*,독바위역,333,서울기독대학교,2852,8m미만,34.04,1,202307,8,10000,불광동,0,1989,불광로16길,202308~202508,-,-,,,34,0.333,2.852,10.71338262,16.5008632,7.365483775,293.7720329,11123.73779,-1123.737787,1
126.9251053,37.6190507,10425.44287,16695.44364,7517.90296,1,nw,서울특별시 은평구 불광동,3**,연신내역,354,서울기독대학교,2301,8m미만,34.53,1,202310,16,8000,불광동,0,1992,통일로78가길,202310~202510,신규,-,0,0,31,0.354,2.301,10.42544287,16.69544364,7.51790296,231.6825948,11590.53069,-3590.530692,1
126.9317784,37.6222873,10817.6996,16603.9759,7471.99788,1,nw,서울특별시 은평구 불광동,2*,독바위역,445,서울기독대학교,2920,12m미만,35.06,1,202301,3,6500,불광동,0,1992,불광로18길,202301~202501,갱신,-,6000,0,31,0.445,2.92,10.8176996,16.6039759,7.47199788,185.3964632,11618.93153,-5118.931535,1
126.9317784,37.6222873,10817.6996,16603.9759,7471.99788,1,nw,서울특별시 은평구 불광동,2*,독바위역,445,서울기독대학교,2920,12m미만,35.06,1,202301,3,6500,불광동,0,1992,불광로18길,-,-,-,,,31,0.445,2.92,10.8176996,16.6039759,7.47199788,185.3964632,11618.93153,-5118.931535,1
126.9321187,37.6213208,10713.38262,16500.8632,7365.483775,1,nw,서울특별시 은평구 불광동,2*,독바위역,333,서울기독대학교,2852,8m미만,35.9,1,202301,28,15750,불광동,0,2017,불광로16길,202302~202502,갱신,-,15000,0,6,0.333,2.852,10.71338262,16.5008632,7.365483775,438.718663,14933.73077,816.2692285,0
126.9233748,37.6173212,10230.03608,16649.04839,7463.755141,1,nw,서울특별시 은평구 불광동,3**,연신내역,289,서울기독대학교,2059,8m미만,36.1,1,202308,30,12000,불광동,0,1990,통일로78길,202310~202510,-,-,,,33,0.289,2.059,10.23003608,16.64904839,7.463755141,332.4099723,11776.51903,223.4809673,0
126.9298977,37.6242565,11023.16397,16878.43177,7745.588427,1,nw,서울특별시 은평구 불광동,1**,독바위역,706,서울기독대학교,3013,8m미만,36.2,1,202303,13,7500,불광동,0,1990,불광로20길,202304~202504,신규,-,0,0,33,0.706,3.013,11.02316397,16.87843177,7.745588427,207.1823204,11402.52298,-3902.522975,1
126.9232869,37.6203642,10567.62115,16910.42104,7731.591936,1,nw,서울특별시 은평구 불광동,3**,연신내역,233,서울기독대학교,2360,8m미만,37.47,1,202305,20,15000,불광동,0,1994,연서로31길,-,-,-,,,29,0.233,2.36,10.56762115,16.91042104,7.731591936,400.3202562,12621.90332,2378.096682,0
126.9288168,37.6272188,11345.43702,17197.16168,8074.372356,1,nw,서울특별시 은평구 불광동,7*,독바위역,1047,서울기독대학교,3256,8m미만,38.15,1,202309,4,12000,불광동,0,2001,연서로43길,202310~202510,신규,-,0,0,22,1.047,3.256,11.34543702,17.19716168,8.074372356,314.5478375,12867.055,-867.054998,1
126.9260192,37.6215813,10708.85538,16859.77748,7693.925855,1,nw,서울특별시 은평구 불광동,4**,연신내역,509,서울기독대학교,2586,8m미만,38.5,1,202308,22,6000,불광동,0,1991,연서로35길,-,-,-,,,32,0.509,2.586,10.70885538,16.85977748,7.693925855,155.8441558,12243.19287,-6243.192873,1
126.9205109,37.6220615,10755.29858,17212.69059,8031.417352,1,nw,서울특별시 은평구 불광동,3**,연신내역,323,서울기독대학교,2452,8m미만,40,1,202302,1,8000,불광동,0,1990,통일로82나길,202303~202503,신규,-,0,0,33,0.323,2.452,10.75529858,17.21269059,8.031417352,200,12641.67426,-4641.674258,1
126.9260528,37.6220107,10756.59116,16894.78611,7730.766846,1,nw,서울특별시 은평구 불광동,4**,연신내역,538,서울기독대학교,2630,8m미만,40.33,1,202311,16,10000,불광동,0,1991,연서로37길,202312~202512,갱신,-,7500,0,32,0.538,2.63,10.75659116,16.89478611,7.730766846,247.9543764,12639.91801,-2639.91801,1
126.922085,37.6204733,10578.72932,16988.40071,7806.960025,1,nw,서울특별시 은평구 불광동,3**,연신내역,167,서울기독대학교,2331,8m미만,40.48,1,202304,19,8500,불광동,0,1993,통일로80가길,-,-,-,,,30,0.167,2.331,10.57872932,16.98840071,7.806960025,209.9802372,13259.07046,-4759.070457,1
126.9267259,37.6091882,9337.269263,15777.96859,6589.13738,1,nw,서울특별시 은평구 불광동,1**,불광역,330,서울기독대학교,1557,8m미만,40.68,1,202302,3,7000,불광동,0,1988,불광로,-,-,-,,,35,0.33,1.557,9.337269263,15.77796859,6.58913738,172.0747296,12568.25271,-5568.252709,1
126.9251053,37.6190507,10425.44287,16695.44364,7517.90296,1,nw,서울특별시 은평구 불광동,3**,연신내역,354,서울기독대학교,2301,8m미만,40.75,1,202303,21,14500,불광동,0,1991,통일로78가길,-,-,-,,,32,0.354,2.301,10.42544287,16.69544364,7.51790296,355.8282209,12910.73434,1589.265664,0
126.924603,37.6209939,10639.80765,16889.18323,7716.078937,1,nw,서울특별시 은평구 불광동,4**,연신내역,369,서울기독대학교,2472,8m미만,40.8,1,202302,7,12000,불광동,0,1991,연서로33길,-,-,-,,,32,0.369,2.472,10.63980765,16.88918323,7.716078937,294.1176471,12905.4671,-905.4670988,1
126.9206649,37.6209618,10633.13848,17111.17088,7927.870454,1,nw,서울특별시 은평구 불광동,3**,연신내역,200,서울기독대학교,2340,8m미만,41,1,202301,7,7000,불광동,0,1989,통일로82가길,202301~202501,신규,-,0,0,34,0.2,2.34,10.63313848,17.11117088,7.927870454,170.7317073,12866.61653,-5866.616535,1
126.9280691,37.627225,11342.58342,17237.86016,8110.147869,1,nw,서울특별시 은평구 불광동,4*,독바위역,1072,서울기독대학교,3228,8m미만,41.04,1,202306,2,13000,불광동,0,1990,연서로43가길,202306~202506,신규,-,0,0,33,1.072,3.228,11.34258342,17.23786016,8.110147869,316.7641326,12186.81133,813.1886705,0
126.9153628,37.5992691,8243.387697,15710.15441,6628.263029,1,nw,서울특별시 은평구 불광동,3**,응암역,88,서울기독대학교,312,8m미만,41.09,1,202301,12,8000,불광동,0,1992,연서로,202301~202501,갱신,-,7000,0,31,0.088,0.312,8.243387697,15.71015441,6.628263029,194.6945729,13389.4154,-5389.415397,1
